   1.0000000e+00   1.1000000e+01   3.0000000e+00   3.0000000e+00   6.0000000e+00   1.6322901e+00
   2.0000000e+00   8.0000000e+00   4.0000000e+00   8.0000000e+00   6.0000000e+00   1.3381417e+00
   2.0000000e+00   2.0000000e+00   8.0000000e+00   4.0000000e+00   6.0000000e+00   2.1442157e+00
   7.0000000e+00   1.0000000e+00   8.0000000e+00   7.0000000e+00   6.0000000e+00   1.6594121e+00
   3.0000000e+00   1.3000000e+01   4.0000000e+00   1.2000000e+01   2.0000000e+00   1.3839244e+00
   3.0000000e+00   5.0000000e+00   4.0000000e+00   1.2000000e+01   2.0000000e+00   2.4372417e+00
   3.0000000e+00   1.3000000e+01   4.0000000e+00   1.1000000e+01   1.0000000e+00   9.9308137e-01
   3.0000000e+00   6.0000000e+00   7.0000000e+00   5.0000000e+00   2.0000000e+00   3.7350816e+01
   3.0000000e+00   9.0000000e+00   4.0000000e+00   1.2000000e+01   2.0000000e+00   3.6073462e+00
   1.0000000e+00   1.3000000e+01   9.0000000e+00   1.0000000e+01   2.0000000e+00   3.7870717e+00
   2.0000000e+00   3.0000000e+00   3.0000000e+00   7.0000000e+00   4.0000000e+00   1.7316219e+00
   4.0000000e+00   9.0000000e+00   7.0000000e+00   1.0000000e+01   4.0000000e+00   7.6267438e-01
   2.0000000e+00   1.0000000e+00   6.0000000e+00   5.0000000e+00   4.0000000e+00   8.9644409e-01
   4.0000000e+00   6.0000000e+00   6.0000000e+00   1.0000000e+00   1.0000000e+00   1.0136392e+00
   1.0000000e+00   3.0000000e+00   5.0000000e+00   9.0000000e+00   5.0000000e+00   1.8297270e+00
   4.0000000e+00   1.0000000e+01   9.0000000e+00   8.0000000e+00   3.0000000e+00   3.9508322e+02
   2.0000000e+00   1.0000000e+01   3.0000000e+00   9.0000000e+00   3.0000000e+00   1.1842678e+01
