   4.3283582e-01   4.3759398e-01   1.0000000e+00   2.5233645e-01   3.5178571e-01   9.6618357e-03   3.0855019e-01   0.0000000e+00   0.0000000e+00   1.0000000e+00
   2.8358209e-01   4.7518797e-01   8.0178174e-01   3.3333333e-01   5.2142857e-01   7.7294686e-02   2.2304833e-01   0.0000000e+00   0.0000000e+00   1.0000000e+00
   2.2080773e-01   4.2105263e-01   7.9064588e-01   3.8940810e-01   5.6785714e-01   6.2801932e-02   2.1840149e-01   0.0000000e+00   0.0000000e+00   1.0000000e+00
   2.8577700e-01   3.7293233e-01   8.2182628e-01   3.1152648e-01   5.0000000e-01   9.1787440e-02   2.5929368e-01   0.0000000e+00   0.0000000e+00   1.0000000e+00
   2.7524144e-01   3.8195489e-01   8.0623608e-01   2.9595016e-01   5.8392857e-01   8.8566828e-02   2.4535316e-01   0.0000000e+00   0.0000000e+00   1.0000000e+00
   2.1115013e-01   3.0977444e-01   8.0400891e-01   4.1433022e-01   5.6428571e-01   1.0305958e-01   2.4535316e-01   0.0000000e+00   5.0980392e-01   1.0000000e+00
   2.7568042e-01   3.8646617e-01   8.0178174e-01   2.6479751e-01   5.8571429e-01   9.3397746e-02   2.5464684e-01   0.0000000e+00   0.0000000e+00   1.0000000e+00
   2.8138718e-01   3.6390977e-01   8.0400891e-01   2.3676012e-01   6.1250000e-01   9.1787440e-02   2.6115242e-01   0.0000000e+00   0.0000000e+00   1.0000000e+00
   3.5250219e-01   4.9774436e-01   7.9732739e-01   3.3644860e-01   4.0535714e-01   9.0177134e-02   2.6672862e-01   0.0000000e+00   0.0000000e+00   1.0000000e+00
   2.8094820e-01   3.4135338e-01   8.0178174e-01   3.3333333e-01   5.6785714e-01   9.1787440e-02   2.7602230e-01   0.0000000e+00   2.1568627e-01   1.0000000e+00
   2.0017559e-01   2.9924812e-01   7.7060134e-01   3.9563863e-01   6.0535714e-01   1.0789050e-01   2.4721190e-01   0.0000000e+00   4.7058824e-01   1.0000000e+00
   2.8446005e-01   3.1127820e-01   8.1514477e-01   3.0529595e-01   5.7142857e-01   9.6618357e-02   2.9089219e-01   0.0000000e+00   0.0000000e+00   1.0000000e+00
   2.0807726e-01   3.2330827e-01   7.6391982e-01   3.4579439e-01   6.1964286e-01   1.1111111e-01   2.4349442e-01   0.0000000e+00   4.7058824e-01   1.0000000e+00
   2.7787533e-01   3.2030075e-01   7.9287305e-01   3.0529595e-01   6.0714286e-01   8.6956522e-02   2.7416357e-01   0.0000000e+00   3.3333333e-01   1.0000000e+00
   2.8446005e-01   2.8270677e-01   7.9955457e-01   3.1775701e-01   6.2142857e-01   9.3397746e-02   2.8531599e-01   0.0000000e+00   0.0000000e+00   1.0000000e+00
   2.8358209e-01   3.1278195e-01   7.8841871e-01   2.9283489e-01   6.1250000e-01   9.3397746e-02   2.7509294e-01   0.0000000e+00   0.0000000e+00   1.0000000e+00
   2.9367867e-01   2.9323308e-01   8.1737194e-01   2.7102804e-01   5.8928571e-01   9.8228663e-02   3.0390335e-01   0.0000000e+00   0.0000000e+00   1.0000000e+00
   4.7453907e-01   5.4586466e-01   8.5746102e-01   1.8691589e-01   2.7678571e-01   2.4154589e-02   3.4572491e-01   0.0000000e+00   0.0000000e+00   1.0000000e+00
   3.4942932e-01   4.7669173e-01   8.3073497e-01   2.7725857e-01   4.1250000e-01   9.6618357e-03   3.2156134e-01   0.0000000e+00   0.0000000e+00   1.0000000e+00
   2.7216857e-01   3.4436090e-01   7.8841871e-01   4.3613707e-01   5.2142857e-01   8.6956522e-02   2.7973978e-01   0.0000000e+00   1.3725490e-01   1.0000000e+00
   2.7875329e-01   3.1428571e-01   7.9064588e-01   3.7383178e-01   5.2500000e-01   8.6956522e-02   2.8717472e-01   0.0000000e+00   3.7254902e-01   1.0000000e+00
   3.7357331e-01   6.0751880e-01   8.3518931e-01   0.0000000e+00   3.9464286e-01   4.8309179e-03   3.3178439e-01   0.0000000e+00   0.0000000e+00   1.0000000e+00
   2.7260755e-01   3.0827068e-01   8.0623608e-01   3.1152648e-01   5.3214286e-01   9.5008052e-02   3.0390335e-01   0.0000000e+00   0.0000000e+00   1.0000000e+00
   2.7919227e-01   3.1278195e-01   7.9510022e-01   3.3021807e-01   5.7321429e-01   9.9838969e-02   2.9368030e-01   0.0000000e+00   0.0000000e+00   1.0000000e+00
   2.6558385e-01   3.9849624e-01   7.7951002e-01   2.6791277e-01   5.4285714e-01   8.0515298e-02   2.7881041e-01   0.0000000e+00   0.0000000e+00   1.0000000e+00
   2.8489903e-01   3.3834586e-01   7.8841871e-01   2.8660436e-01   5.6964286e-01   1.0466989e-01   2.8810409e-01   0.0000000e+00   0.0000000e+00   1.0000000e+00
   2.9762950e-01   3.7293233e-01   7.7505568e-01   3.4890966e-01   5.0535714e-01   9.5008052e-02   2.7881041e-01   0.0000000e+00   0.0000000e+00   1.0000000e+00
   2.6602283e-01   3.2180451e-01   7.7505568e-01   3.2398754e-01   5.7678571e-01   9.0177134e-02   2.7881041e-01   0.0000000e+00   0.0000000e+00   1.0000000e+00
   2.8665496e-01   2.7518797e-01   7.8396437e-01   3.5514019e-01   5.9642857e-01   9.1787440e-02   2.8903346e-01   0.0000000e+00   0.0000000e+00   1.0000000e+00
   2.9367867e-01   3.5338346e-01   7.7728285e-01   3.0841121e-01   5.4464286e-01   9.6618357e-02   2.8438662e-01   0.0000000e+00   0.0000000e+00   1.0000000e+00
   2.8665496e-01   2.8872180e-01   7.9287305e-01   3.1464174e-01   5.8392857e-01   9.8228663e-02   3.0297398e-01   0.0000000e+00   2.7450980e-01   1.0000000e+00
   2.7743635e-01   3.1729323e-01   7.7951002e-01   2.6479751e-01   6.1785714e-01   9.0177134e-02   2.8996283e-01   0.0000000e+00   0.0000000e+00   1.0000000e+00
   2.8972783e-01   3.1879699e-01   7.7505568e-01   2.9283489e-01   5.6428571e-01   9.8228663e-02   2.9089219e-01   2.8571429e-02   4.3137255e-01   1.0000000e+00
   2.8007024e-01   2.7669173e-01   7.7282851e-01   3.3956386e-01   6.3928571e-01   9.6618357e-02   2.8996283e-01   0.0000000e+00   1.1764706e-01   1.0000000e+00
   2.9323968e-01   2.9473684e-01   7.8841871e-01   3.2710280e-01   5.6071429e-01   9.1787440e-02   3.0855019e-01   0.0000000e+00   0.0000000e+00   1.0000000e+00
   1.9841967e-01   3.8496241e-01   7.6837416e-01   2.8660436e-01   5.2321429e-01   9.0177134e-02   2.9182156e-01   0.0000000e+00   0.0000000e+00   1.0000000e+00
   3.4855136e-01   4.7518797e-01   7.8619154e-01   3.2087227e-01   3.5714286e-01   8.2125604e-02   3.1133829e-01   3.4920635e-02   0.0000000e+00   1.0000000e+00
   2.9938543e-01   3.0225564e-01   7.7505568e-01   3.3021807e-01   5.6250000e-01   1.0305958e-01   3.0204461e-01   0.0000000e+00   0.0000000e+00   1.0000000e+00
