   1.0000000e+00   1.1000000e+01   0.0000000e+00   0.0000000e+00   2.0000000e+00   2.2703872e+01
   1.0000000e+01   6.0000000e+00   0.0000000e+00   0.0000000e+00   2.0000000e+00   6.0311446e+00
   1.0000000e+01   6.0000000e+00   1.3000000e+01   1.0000000e+00   2.0000000e+00   1.8865443e+00
   1.0000000e+01   3.0000000e+00   1.3000000e+01   1.0000000e+00   2.0000000e+00   1.5273103e+00
   1.0000000e+01   3.0000000e+00   1.3000000e+01   3.0000000e+00   2.0000000e+00   1.8237565e+00
   1.0000000e+01   1.0000000e+00   1.3000000e+01   3.0000000e+00   2.0000000e+00   1.8543114e+00
   1.0000000e+01   3.0000000e+00   0.0000000e+00   0.0000000e+00   2.0000000e+00   2.6343130e+00
   2.0000000e+00   1.0000000e+00   1.0000000e+01   6.0000000e+00   2.0000000e+00   8.3941984e+00
   7.0000000e+00   7.0000000e+00   1.0000000e+01   6.0000000e+00   2.0000000e+00   5.7639229e+00
   1.0000000e+01   1.0000000e+00   1.3000000e+01   6.0000000e+00   2.0000000e+00   3.9815302e+01
   3.0000000e+00   4.0000000e+00   1.0000000e+01   1.0000000e+01   2.0000000e+00   1.2331813e+01
   1.0000000e+00   1.3000000e+01   7.0000000e+00   1.2000000e+01   1.0000000e+00   6.3059520e+00
   2.0000000e+00   1.0000000e+00   1.0000000e+01   3.0000000e+00   2.0000000e+00   8.2811972e-01
   6.0000000e+00   8.0000000e+00   1.3000000e+01   4.0000000e+00   1.0000000e+00   9.3435072e-01
   3.0000000e+00   8.0000000e+00   1.3000000e+01   8.0000000e+00   1.0000000e+00   1.5010628e+00
   2.0000000e+00   1.1000000e+01   7.0000000e+00   8.0000000e+00   1.0000000e+00   1.0004173e+00
   7.0000000e+00   4.0000000e+00   1.0000000e+01   6.0000000e+00   2.0000000e+00   1.7383066e+00
   7.0000000e+00   6.0000000e+00   1.2000000e+01   3.0000000e+00   3.0000000e+00   2.0436656e+01
   7.0000000e+00   1.2000000e+01   1.3000000e+01   4.0000000e+00   1.0000000e+00   1.1811730e+00
   6.0000000e+00   8.0000000e+00   1.3000000e+01   2.0000000e+00   1.0000000e+00   1.7178097e+00
   9.0000000e+00   4.0000000e+00   1.0000000e+01   6.0000000e+00   2.0000000e+00   8.3435469e-01
   7.0000000e+00   8.0000000e+00   9.0000000e+00   4.0000000e+00   1.0000000e+00   9.7369044e-01
   6.0000000e+00   8.0000000e+00   1.1000000e+01   1.2000000e+01   1.0000000e+00   3.8417056e+00
   7.0000000e+00   3.0000000e+00   1.0000000e+01   4.0000000e+00   3.0000000e+00   1.2311207e+01
   5.0000000e+00   4.0000000e+00   6.0000000e+00   8.0000000e+00   1.0000000e+00   3.5939904e+00
   7.0000000e+00   4.0000000e+00   1.3000000e+01   2.0000000e+00   1.0000000e+00   2.8550608e+00
   7.0000000e+00   1.2000000e+01   1.0000000e+01   7.0000000e+00   1.0000000e+00   3.0134609e+00
   7.0000000e+00   1.0000000e+01   1.2000000e+01   3.0000000e+00   3.0000000e+00   3.0873457e+01
   7.0000000e+00   2.0000000e+00   1.3000000e+01   8.0000000e+00   1.0000000e+00   5.1212370e+00
   4.0000000e+00   1.1000000e+01   7.0000000e+00   8.0000000e+00   1.0000000e+00   4.4579662e+00
   7.0000000e+00   8.0000000e+00   8.0000000e+00   7.0000000e+00   1.0000000e+00   3.4278611e+00
   7.0000000e+00   8.0000000e+00   8.0000000e+00   1.0000000e+00   1.0000000e+00   2.3674580e+00
