   3.0000000e+00   3.0000000e+00   7.0000000e+00   7.0000000e+00   6.0000000e+00   2.8808843e+00
   2.0000000e+00   8.0000000e+00   4.0000000e+00   8.0000000e+00   6.0000000e+00   5.8248044e+00
   3.0000000e+00   1.0000000e+01   5.0000000e+00   8.0000000e+00   6.0000000e+00   1.7444582e+01
   4.0000000e+00   4.0000000e+00   8.0000000e+00   7.0000000e+00   6.0000000e+00   7.0816358e+00
   2.0000000e+00   2.0000000e+00   8.0000000e+00   4.0000000e+00   6.0000000e+00   8.2969720e+00
   1.0000000e+00   1.2000000e+01   3.0000000e+00   1.3000000e+01   1.0000000e+00   7.5677556e+00
   1.0000000e+00   1.2000000e+01   3.0000000e+00   2.0000000e+00   1.0000000e+00   1.4529258e+00
   3.0000000e+00   1.3000000e+01   7.0000000e+00   1.2000000e+01   1.0000000e+00   8.5069297e-01
   3.0000000e+00   5.0000000e+00   7.0000000e+00   1.2000000e+01   1.0000000e+00   1.1055155e+00
   3.0000000e+00   1.3000000e+01   4.0000000e+00   1.2000000e+01   2.0000000e+00   5.8150366e+00
   3.0000000e+00   5.0000000e+00   4.0000000e+00   1.2000000e+01   2.0000000e+00   1.9103490e+00
   3.0000000e+00   1.3000000e+01   4.0000000e+00   1.1000000e+01   1.0000000e+00   1.4783946e+00
   3.0000000e+00   2.0000000e+00   4.0000000e+00   1.2000000e+01   2.0000000e+00   7.4785987e-01
   1.0000000e+00   1.3000000e+01   3.0000000e+00   1.0000000e+00   2.0000000e+00   3.1390244e+01
   3.0000000e+00   6.0000000e+00   7.0000000e+00   5.0000000e+00   2.0000000e+00   4.4252493e+02
   3.0000000e+00   1.0000000e+01   7.0000000e+00   5.0000000e+00   2.0000000e+00   1.0000000e+00
   3.0000000e+00   3.0000000e+00   7.0000000e+00   5.0000000e+00   2.0000000e+00   1.0000000e+00
   7.0000000e+00   5.0000000e+00   0.0000000e+00   0.0000000e+00   2.0000000e+00   1.0000000e+00
   3.0000000e+00   1.0000000e+00   7.0000000e+00   5.0000000e+00   2.0000000e+00   1.0000000e+00
   6.0000000e+00   1.0000000e+00   7.0000000e+00   5.0000000e+00   2.0000000e+00   1.0000000e+00
   6.0000000e+00   3.0000000e+00   7.0000000e+00   5.0000000e+00   2.0000000e+00   1.0000000e+00
   1.0000000e+00   8.0000000e+00   3.0000000e+00   6.0000000e+00   2.0000000e+00   9.7873395e+01
   6.0000000e+00   6.0000000e+00   7.0000000e+00   5.0000000e+00   2.0000000e+00   1.0000000e+00
   1.0000000e+00   1.3000000e+01   8.0000000e+00   3.0000000e+00   2.0000000e+00   2.3369942e+01
   1.0000000e+00   1.3000000e+01   8.0000000e+00   6.0000000e+00   2.0000000e+00   1.0000000e+00
   1.0000000e+00   1.3000000e+01   8.0000000e+00   1.0000000e+01   2.0000000e+00   1.0000000e+00
   3.0000000e+00   9.0000000e+00   4.0000000e+00   1.2000000e+01   2.0000000e+00   8.9732014e+00
   1.0000000e+00   1.3000000e+01   6.0000000e+00   6.0000000e+00   2.0000000e+00   1.5015157e+00
   1.0000000e+00   8.0000000e+00   3.0000000e+00   5.0000000e+00   1.0000000e+00   1.3609673e+00
   1.0000000e+00   1.3000000e+01   8.0000000e+00   1.0000000e+00   2.0000000e+00   1.0296217e+00
   1.0000000e+00   1.3000000e+01   6.0000000e+00   1.0000000e+01   2.0000000e+00   9.9047669e-01
   1.0000000e+00   4.0000000e+00   4.0000000e+00   6.0000000e+00   1.0000000e+00   7.3411966e-01
   1.0000000e+00   5.0000000e+00   6.0000000e+00   1.0000000e+00   2.0000000e+00   1.4536951e+00
   3.0000000e+00   9.0000000e+00   4.0000000e+00   3.0000000e+00   1.0000000e+00   1.1253556e+00
   1.0000000e+00   1.3000000e+01   9.0000000e+00   1.0000000e+00   2.0000000e+00   1.0793358e+00
   1.0000000e+00   1.3000000e+01   2.0000000e+00   1.0000000e+00   2.0000000e+00   8.2973573e-01
   1.0000000e+00   5.0000000e+00   6.0000000e+00   3.0000000e+00   2.0000000e+00   9.7939897e-01
   1.0000000e+00   1.3000000e+01   9.0000000e+00   1.0000000e+01   2.0000000e+00   2.1666065e+00
   1.0000000e+00   1.3000000e+01   9.0000000e+00   6.0000000e+00   2.0000000e+00   1.5504582e+00
   4.0000000e+00   6.0000000e+00   5.0000000e+00   1.1000000e+01   1.0000000e+00   1.6139949e+00
   3.0000000e+00   8.0000000e+00   4.0000000e+00   1.2000000e+01   2.0000000e+00   1.3371057e+00
   7.0000000e+00   1.3000000e+01   0.0000000e+00   0.0000000e+00   2.0000000e+00   3.1538161e-01
   3.0000000e+00   1.0000000e+00   7.0000000e+00   1.3000000e+01   2.0000000e+00   1.0000000e+00
   5.0000000e+00   1.0000000e+00   7.0000000e+00   5.0000000e+00   2.0000000e+00   9.9989333e-01
   1.0000000e+00   5.0000000e+00   5.0000000e+00   1.0000000e+00   2.0000000e+00   4.4988443e+00
   3.0000000e+00   5.0000000e+00   4.0000000e+00   1.1000000e+01   1.0000000e+00   7.2720374e-01
   1.0000000e+00   8.0000000e+00   3.0000000e+00   1.3000000e+01   1.0000000e+00   1.1874292e+00
   3.0000000e+00   1.3000000e+01   4.0000000e+00   1.0000000e+01   1.0000000e+00   2.0892046e+01
   4.0000000e+00   3.0000000e+00   7.0000000e+00   7.0000000e+00   1.0000000e+00   1.8214366e+00
   3.0000000e+00   8.0000000e+00   4.0000000e+00   3.0000000e+00   1.0000000e+00   2.0436597e+00
   4.0000000e+00   6.0000000e+00   9.0000000e+00   1.1000000e+01   1.0000000e+00   2.3389962e+02
   3.0000000e+00   9.0000000e+00   4.0000000e+00   1.1000000e+01   1.0000000e+00   2.5191118e+00
   4.0000000e+00   5.0000000e+00   6.0000000e+00   2.0000000e+00   4.0000000e+00   1.4956053e+02
   3.0000000e+00   3.0000000e+00   6.0000000e+00   2.0000000e+00   4.0000000e+00   5.5730610e+01
   3.0000000e+00   1.0000000e+01   6.0000000e+00   2.0000000e+00   4.0000000e+00   9.0860977e+02
   2.0000000e+00   3.0000000e+00   3.0000000e+00   7.0000000e+00   4.0000000e+00   1.4638554e+01
   1.0000000e+00   4.0000000e+00   3.0000000e+00   5.0000000e+00   1.0000000e+00   1.4168421e+00
   3.0000000e+00   9.0000000e+00   7.0000000e+00   4.0000000e+00   1.0000000e+00   2.9325344e+00
   5.0000000e+00   1.4000000e+01   6.0000000e+00   1.0000000e+00   5.0000000e+00   2.2174595e+01
   5.0000000e+00   1.1000000e+01   9.0000000e+00   1.3000000e+01   3.0000000e+00   1.8961139e+02
   4.0000000e+00   1.0000000e+01   9.0000000e+00   8.0000000e+00   3.0000000e+00   4.9042043e+03
   2.0000000e+00   1.0000000e+01   3.0000000e+00   9.0000000e+00   3.0000000e+00   7.7403812e+01
   2.0000000e+00   1.0000000e+01   3.0000000e+00   5.0000000e+00   3.0000000e+00   2.7260012e+02
